Fecha de cotización;Apertura;Cierre;Máximo;Mínimo;Promedio;Cantidad negociada;Monto negociado ($);Fecha anterior;Cierre anterior corregido
23/12/2025;290;288.11;290;287.7;289.07632794457277;433;125170.05;22/12/2025;288
22/12/2025;289;288;289;288;288.26462686567163;67;19313.73;19/12/2025;284.71
19/12/2025;283.2;284.71;285;283.2;284.0847298747764;2795;794016.82;18/12/2025;282.16
18/12/2025;279.1;282.16;282.16;279.1;280.3847703180212;283;79348.89;17/12/2025;272.76
17/12/2025;278;272.76;278;272.76;276.8093213828425;781;216188.08;16/12/2025;279
16/12/2025;278.68;279;280.37;278.68;279.0133952254642;377;105188.05;15/12/2025;281.6
15/12/2025;282.59;281.6;285;281.6;282.93780684104627;497;140620.09;12/12/2025;284.08
12/12/2025;283;284.08;285.29;281.35;283.262561247216;2245;635924.45;11/12/2025;282.45
11/12/2025;278.95;282.45;283;278.6;279.99160610847815;3798;1063408.12;10/12/2025;277
10/12/2025;274.72;277;277.5;274.72;276.68581961345745;1397;386530.09;05/12/2025;273.5
05/12/2025;278.33;273.5;280;271.62;276.2871964399237;1573;434599.76;04/12/2025;277.1
04/12/2025;264;277.1;278;264;270.6340516024995;9922;2685231.06;03/12/2025;259.45
03/12/2025;261.55;259.45;262.6;259.45;260.157027027027;555;144387.15;02/12/2025;261.55
02/12/2025;260;261.55;261.55;259.1;260.8577817319098;3372;879612.44;01/12/2025;255.55
01/12/2025;256.4;255.55;256.8;254.35;256.0215406162465;714;182799.38;28/11/2025;260.2
28/11/2025;255.55;260.2;260.2;255.55;258.71304034582136;1388;359093.7;26/11/2025;256
27/11/2025;;;;;258.3333333333333;9;2325;26/11/2025;256
26/11/2025;255;256;256;254.45;255.0975;84;21428.19;25/11/2025;253.36
25/11/2025;252.9;253.36;253.36;252.35;253.04631016042782;187;47319.66;24/11/2025;252.35
24/11/2025;248.3;252.35;252.35;248.3;250.15118589743588;312;78047.17;21/11/2025;247.42
21/11/2025;247;247.42;247.42;247;247.2019825708061;918;226931.42;20/11/2025;249.17
20/11/2025;256.94;249.17;256.94;249.17;252.93353333333332;750;189700.15;19/11/2025;254.46
19/11/2025;252;254.46;254.55;252;253.5169119470856;2419;613257.41;18/11/2025;251.42
18/11/2025;249.5;251.42;251.5;249.2;250.96946341463413;1230;308692.44;17/11/2025;249.5
17/11/2025;253.26;249.5;253.26;249.5;250.1653559322034;295;73798.78;14/11/2025;256
14/11/2025;245.5;256;256;245.5;252.53277173913042;368;92932.06;13/11/2025;252.4
13/11/2025;262;252.4;262;252.4;260.96826625386996;323;84292.75;12/11/2025;260.55
12/11/2025;258.82;260.55;260.55;258.82;259.09992657856094;681;176447.05;11/11/2025;259.81
11/11/2025;260.72;259.81;260.72;259.56;260.0928421052632;95;24708.82;10/11/2025;259.06
10/11/2025;260.52;259.06;260.99;258.53;258.99146282973624;417;107999.44;07/11/2025;256.66
07/11/2025;256.06;256.66;256.66;256;256.3134379562044;1370;351149.41;06/11/2025;259.13
06/11/2025;257.5;259.13;259.13;257.5;258.2759322033898;295;76191.4;05/11/2025;259.92
05/11/2025;259.92;259.92;259.92;259.92;260.08;7;1820.56;04/11/2025;258
04/11/2025;255.4;258;261.13;255.4;258.10089169000935;2142;552852.11;03/11/2025;260.6
03/11/2025;260.05;260.6;261.33;260.05;260.90253246753247;154;40178.99;31/10/2025;262
31/10/2025;259.2;262;262;259.2;260.34847533632285;223;58057.71;30/10/2025;260.75
30/10/2025;261.6;260.75;262.12;260;261.5341427978414;2409;630035.75;29/10/2025;263.5
29/10/2025;261.5;263.5;264;261.1;262.4943250883392;1415;371429.47;28/10/2025;261
28/10/2025;261.17;261;261.17;261;261.0211538461539;208;54292.4;27/10/2025;257.68
27/10/2025;256.7;257.68;257.68;256.7;257.6058638743456;191;49202.72;24/10/2025;258.5
24/10/2025;258.5;258.5;258.5;258.5;258.49603174603175;126;32570.5;23/10/2025;256.15
23/10/2025;254.3;256.15;256.15;254.3;255.2531680440771;363;92656.9;22/10/2025;253.5
22/10/2025;255.9;253.5;255.9;253.5;255.7882956521739;1150;294156.54;21/10/2025;253.5
21/10/2025;255;253.5;255;253.23;253.56261980830672;313;79365.1;20/10/2025;254.28
20/10/2025;255.5;254.28;256;254.28;254.67364102564102;390;99322.72;17/10/2025;252
17/10/2025;252.46;252;253;252;252.20458498023717;253;63807.76;16/10/2025;252.54
16/10/2025;252.56;252.54;255.5;252.4;253.04828146143436;739;187002.68;15/10/2025;255
15/10/2025;254.83;255;255.61;254.58;255.1719321148825;383;97730.85;14/10/2025;255
14/10/2025;255.92;255;257;255;256.18885714285716;280;71732.88;13/10/2025;258.53
13/10/2025;256.5;258.53;258.53;256.5;257.46299130434784;575;148041.22;10/10/2025;256.9
10/10/2025;257.75;256.9;260.2;255.5;256.3114827201784;897;229911.4;09/10/2025;261.9
09/10/2025;261.37;261.9;261.9;261.37;261.41823529411766;238;62217.54;07/10/2025;262.82
07/10/2025;262;262.82;263.57;262;262.7734971098266;2076;545517.78;06/10/2025;264
06/10/2025;262.1;264;264;262.1;263.264824120603;199;52389.7;03/10/2025;263.57
03/10/2025;262;263.57;263.57;258;261.3330711382114;4920;1285758.71;02/10/2025;259.3
02/10/2025;259.35;259.3;259.35;258.5;258.8874299312533;1891;489556.13;01/10/2025;261.3
01/10/2025;262.35;261.3;262.35;261.3;262.0776631227851;4797;1257186.55;30/09/2025;264.9
30/09/2025;265.9;264.9;265.9;263;264.079578313253;166;43837.21;29/09/2025;267.72
29/09/2025;263.5;267.72;267.72;263.5;266.4924745762712;295;78615.28;26/09/2025;262.9
26/09/2025;265;262.9;265;262.9;264.126962391514;4148;1095598.64;25/09/2025;261.7
25/09/2025;263.5;261.7;263.5;261.7;262.3515270506108;1146;300654.85;24/09/2025;265.1
24/09/2025;266.3;265.1;267.2;264.6;265.71891509433965;424;112664.82;23/09/2025;267.5
23/09/2025;267.93;267.5;268.8;267.5;268.4790117647059;425;114103.58;22/09/2025;265.95
22/09/2025;262;265.95;265.95;262;263.2912033426184;1795;472607.71;19/09/2025;262.35
19/09/2025;264;262.35;264;259.5;260.3617161016949;2360;614453.65;18/09/2025;262
18/09/2025;277;262;279;262;268.0513411764706;425;113921.82;17/09/2025;276
17/09/2025;275.32;276;278.7;275.32;276.10815711595376;3717;1026294.02;16/09/2025;271.2
16/09/2025;267;271.2;271.2;267;269.10496947082765;14740;3966607.25;15/09/2025;265.5
15/09/2025;267;265.5;267.24;265.5;267.02933428775947;2794;746079.96;12/09/2025;266.68
12/09/2025;266.3;266.68;267;264.13;265.521601010101;1980;525732.77;11/09/2025;266
11/09/2025;265;266;266;264.04;264.9900273224044;366;96986.35;10/09/2025;262.85
10/09/2025;265.75;262.85;265.75;262.85;263.8625318761384;2196;579442.12;09/09/2025;265.75
09/09/2025;264;265.75;268;264;265.1527987491624;4477;1187089.08;08/09/2025;263
08/09/2025;262;263;263;261.32;261.9191409978308;2305;603723.62;05/09/2025;261.5
05/09/2025;260.13;261.5;261.5;252.85;259.50709802538785;2836;735962.13;04/09/2025;260.5
04/09/2025;260.65;260.5;261.66;259.8;260.36227777777776;180;46865.21;03/09/2025;261.35
03/09/2025;260;261.35;261.35;259.65;260.3308485639687;3064;797653.72;02/09/2025;259.5
02/09/2025;257;259.5;259.5;257;258.8402824601367;2195;568154.42;01/09/2025;257
01/09/2025;257;257;257;257;257;15;3855;29/08/2025;256
29/08/2025;255.46;256;257.5;255.46;257.25839314845024;1226;315398.79;28/08/2025;255.88
28/08/2025;253.5;255.88;255.88;253.05;254.0990596528244;20854;5298981.79;27/08/2025;252.65
27/08/2025;250;252.65;253.3;250;252.04056959637873;2651;668159.55;26/08/2025;252
26/08/2025;251.25;252;252;250.75;251.06889920424402;2262;567917.85;25/08/2025;252.8
25/08/2025;254.75;252.8;255.4;249.6;253.39146341463416;410;103890.5;22/08/2025;255
22/08/2025;250;255;256;250;254.63272907625543;8065;2053612.96;21/08/2025;250.9
21/08/2025;250.3;250.9;251.13;248.3;249.34790820829656;1133;282511.18;20/08/2025;247.8
20/08/2025;249.6;247.8;250.8;247.8;249.77759772565744;1407;351437.08;19/08/2025;249.75
19/08/2025;251.9;249.75;253.6;249.75;252.14988706855414;18861;4755799.02;18/08/2025;253.2
18/08/2025;251.6;253.2;254;251.6;252.1603740648379;4010;1011163.1;15/08/2025;251
15/08/2025;251;251;253;249.8;251.01908509591735;2033;510321.8;14/08/2025;249.5
14/08/2025;249;249.5;250;247.6;248.31603851444294;2908;722103.04;13/08/2025;251
13/08/2025;251.99;251;254.67;250.4;252.51692386567547;11703;2955205.56;12/08/2025;251
12/08/2025;250;251;251;250;250.25684240524367;3509;878151.26;11/08/2025;249.08
11/08/2025;249.4;249.08;249.4;248.1;249.05194409148666;27545;6860135.8;08/08/2025;248.5
08/08/2025;247.5;248.5;248.5;246.52;247.19046213808463;1796;443954.07;07/08/2025;245.5
07/08/2025;243.3;245.5;245.57;243;244.59663826086955;5750;1406430.67;05/08/2025;241
05/08/2025;241.15;241;242;240.23;241.02816764132552;6156;1483769.4;04/08/2025;241.5
04/08/2025;237;241.5;241.5;237;239.58606341840684;1293;309784.78;01/08/2025;234.6
01/08/2025;232.08;234.6;236.2;232.08;235.0355792079208;2020;474771.87;31/07/2025;236.5
31/07/2025;234;236.5;236.5;233.35;235.0715660635548;6577;1546065.69;30/07/2025;233.5
